,duration,id,sentences,timestamps
0,35.46,v_iJPPWotXvV0,A man in a gym walks over to a barbell.,"[0, 3.72]"
1,35.46,v_iJPPWotXvV0," The man lifts the barbell to his chest, then over his head.","[3.72, 18.79]"
2,35.46,v_iJPPWotXvV0, The man drops the weight.,"[18.79, 21.45]"
3,35.46,v_iJPPWotXvV0, The man hugs the men behind him.,"[21.1, 24.11]"
4,35.46,v_iJPPWotXvV0, A man in red runs and jumps on the weight lifting man.,"[25.35, 28.54]"
5,35.46,v_iJPPWotXvV0, The man in red walks away laughing.,"[28.9, 35.46]"
0,82.8,v_rDYeRbucGt4,A man is seated cross legged watching a show.,"[0, 12.01]"
1,82.8,v_rDYeRbucGt4," A man is kneeling in front of the crowd, talking.","[12.83, 43.89]"
2,82.8,v_rDYeRbucGt4," He continues talking as the crowd is enraptured, listening to his every word.","[47.61, 82.8]"
0,154.37,v_bOp6pObPeZ4,A woman and a man are dancing on a stage.,"[0, 143.56]"
1,154.37,v_bOp6pObPeZ4, There is a band playing behind them.,"[19.3, 43.22]"
2,154.37,v_bOp6pObPeZ4, There is an audience sitting in chairs clapping for them.,"[146.65, 148.96]"
0,161.68,v_2jpnkf-xgf0,A woman bakes cookies on a silicone mat.,"[0, 161.68]"
1,161.68,v_2jpnkf-xgf0,  The ingredients are prepared and cookies are cut.,"[50.12, 147.94]"
0,142.27,v_ZGnnFIDJjaY,"A man is sitting in a chair on the beach and is approached by another man, the first man gets up and applies lotion to the second man.","[0, 26.32]"
1,142.27,v_ZGnnFIDJjaY,  A woman and a man are sitting on a towel at the beach and a man approaches.,"[26.32, 32.72]"
2,142.27,v_ZGnnFIDJjaY,  The sitting man gets up and puts lotion on the man who approached.,"[34.86, 58.33]"
3,142.27,v_ZGnnFIDJjaY,  Five guys are laying on the beach when a woman approaches them.,"[59.75, 65.44]"
4,142.27,v_ZGnnFIDJjaY,  One man gets up and applies lotion to the womans back.,"[66.87, 127.33]"
5,142.27,v_ZGnnFIDJjaY,  Five guys are laying on towels at the beach and a man approaches them.,"[128.04, 135.16]"
0,203.06,v_KE2tDW9x9d8,A girl is seen talking to the camera with her hand on her hip and leads into her holding up various ingredients.,"[0, 48.73]"
1,203.06,v_KE2tDW9x9d8, She then mixes the ingredients together on a slice of bread and creates a sandwich while pouring chips out onto the side.,"[46.7, 165.49]"
2,203.06,v_KE2tDW9x9d8, She then presents the plate while speaking to the camera and holding up various liquids.,"[162.45, 203.06]"
0,96.43,v_0z_dyY_89ys,A female news woman is talking to the camera in a news room.,"[0, 11.09]"
1,96.43,v_0z_dyY_89ys, Another woman shows off a series of cleaning supplies.,"[13.5, 32.31]"
2,96.43,v_0z_dyY_89ys," She instructs on how to use them, but not to mix certain elements.","[35.68, 64.61]"
3,96.43,v_0z_dyY_89ys, She pours the liquids into cups and changes into a sprayer bottle for cleaning a kitchen.,"[68.95, 96.43]"
0,84.57,v_3ROld-bSgPQ,A baby girl is sitting next to all of her toys eating an ice cream very messily.,"[0, 29.6]"
1,84.57,v_3ROld-bSgPQ, Her mom takes the ice cream away from her and she starts to cry .,"[29.18, 38.9]"
2,84.57,v_3ROld-bSgPQ," Her mom gives her back the ice cream and she is happy again, back to eating it.","[38.9, 58.35]"
3,84.57,v_3ROld-bSgPQ, She plays with her toys with her sticky ice cream fingers and her ice cream in the other hand.,"[58.35, 84.57]"
0,206.89,v_kWPvAxLzGw8,A woman is sitting down wearing green sunglasses.,"[0, 23.79]"
1,206.89,v_kWPvAxLzGw8, She is talking on the cell phone.,"[23.79, 34.14]"
2,206.89,v_kWPvAxLzGw8, She is riding in a car.,"[38.27, 41.38]"
3,206.89,v_kWPvAxLzGw8, She is laying on a chair getting her foot tattooed.,"[46.55, 72.41]"
4,206.89,v_kWPvAxLzGw8, She is showing her foot tattoo.,"[72.41, 84.82]"
5,206.89,v_kWPvAxLzGw8, She is sitting outside talking again.,"[85.86, 187.24]"
0,161.04,v_YRp5nE0Hlsc,The screen is black and we see a ballerina dance across the stage spilling feathers.,"[0, 104.68]"
1,161.04,v_YRp5nE0Hlsc, The person moves it's head like a chicken.,"[63.61, 68.44]"
2,161.04,v_YRp5nE0Hlsc, The person does a shuffle and dance then falls to the ground before getting up and dancing more.,"[93.41, 146.55]"
3,161.04,v_YRp5nE0Hlsc, The person puts their hands in a prayer pose.,"[119.98, 125.61]"
4,161.04,v_YRp5nE0Hlsc, The person picks up feathers off the ground and sprinkles them around then dances and falls to the ground and the scene ends.,"[139.3, 161.04]"
0,112.22,v_feio1hW6Dy0,A close up of ballet shoes are shown followed by a woman putting them on and moving around in a bedroom.,"[0, 42.08]"
1,112.22,v_feio1hW6Dy0, She moves her arms and feet in the point shoes  and whips her hair all around the room.,"[34.79, 112.22]"
0,125.2,v_VEihQG2UWKE,People are flying kites on grass.,"[0, 15.02]"
1,125.2,v_VEihQG2UWKE, The kites are shown in the sky.,"[15.02, 70.11]"
2,125.2,v_VEihQG2UWKE, A woman is holding a purple umbrella.,"[70.11, 73.24]"
3,125.2,v_VEihQG2UWKE, People are walking around in a park.,"[117.06, 125.2]"
0,101.94,v_bXp_reTHyHY,A woman is seen walking with a horse and pans around to another girl walking away.,"[0, 15.8]"
1,101.94,v_bXp_reTHyHY, More girls are seen holding a product and speaking to the camera and leads into the girls showing how to clean the horse and brushing the horse.,"[14.78, 101.94]"
0,219.34,v_5l2_BVOqQX8,"A bald man in gray shirt is standing at the playground, he walked towards the monkey bars and started to pull himself up and down, he walked towards a lower pole and started to pull himself up while his legs are stretched down.","[0, 141.47]"
1,219.34,v_5l2_BVOqQX8," He walked back to the monkey bar and pull himself up and down, his legs are moves from side to side then pull him up and down.","[92.12, 219.34]"
0,117.03,v_opxLlaEPxqw,An athlete is seen standing ready holding a javelin and throwing it off into the distance.,"[0, 40.96]"
1,117.03,v_opxLlaEPxqw, Several more people are seen throwing a javelin with their throw being shown again afterwards.,"[30.43, 93.04]"
2,117.03,v_opxLlaEPxqw, The camera pans around the woman in the end and shows off their score.,"[77.82, 112.93]"
0,224.7,v_zwm-v9MLOFY,4 men are in a square doing break dance while people is gathered around them watching them dance and do tricks in front of a lot of stores.,"[0, 208.97]"
1,224.7,v_zwm-v9MLOFY, names of the break dancers are shown in the screen.,"[210.09, 224.7]"
0,149.61,v_FIzlf7jdsUY,Pictures of people's hair is shown.,"[0, 149.61]"
1,149.61,v_FIzlf7jdsUY, A woman in a pink shirt has pictures of her hair.,"[92.76, 131.65]"
2,149.61,v_FIzlf7jdsUY, Words come on the screen at the end.,"[134.65, 149.61]"
0,215.82999999999998,v_Isx1Q5wyJZg,Two girls spin double jump ropes while a girl in a black skirt jumps and a crowd of spectators watches on.,"[0, 28.06]"
1,215.82999999999998,v_Isx1Q5wyJZg, A girl in jeans enters the ropes and performs different jumping moves.,"[28.06, 53.96]"
2,215.82999999999998,v_Isx1Q5wyJZg, A girl in a blue shirt enters the jump ropes and performs different moves while jumping.,"[53.96, 139.21]"
3,215.82999999999998,v_Isx1Q5wyJZg, A girl enters the jump ropes going extra fast speed and performs fast jumps.,"[139.21, 215.83]"
0,184.96,v_BUk-fR6TAnk,A blue page with white writing explains that the video is about how to wrap a present.,"[0, 7.4]"
1,184.96,v_BUk-fR6TAnk," Scissors and different types of tape are shown, as well as a roll of wrapping paper.","[8.32, 61.96]"
2,184.96,v_BUk-fR6TAnk, A woman is on the floor with a box.,"[62.89, 86.01]"
3,184.96,v_BUk-fR6TAnk, She demonstrates how to cut and fold the paper around the present.,"[88.78, 118.37]"
4,184.96,v_BUk-fR6TAnk, She tapes the present shut.,"[122.07, 162.76]"
5,184.96,v_BUk-fR6TAnk, She then places a translucent bow on the gift.,"[163.69, 184.96]"
0,44.14,v_J3coWVRd5do,A girl runs down a track in slow motion.,"[0, 8.17]"
1,44.14,v_J3coWVRd5do," She takes a huge jump, hurling herself over a bar.","[8.39, 20.08]"
2,44.14,v_J3coWVRd5do, She is shown performing the act again in slow motion.,"[21.85, 44.14]"
0,166.63,v_uA3dbKjT9rM,A girl sitting int eh driver seat of a car is talking on her phone on speaker.,"[0, 13.33]"
1,166.63,v_uA3dbKjT9rM, She hangs up and starts talking out loud and then her and her friend are walking through a parking garage.,"[13.33, 34.99]"
2,166.63,v_uA3dbKjT9rM," The girls are walking and talking through the mall, then they go to Claires to get ears pierced.","[34.16, 112.47]"
3,166.63,v_uA3dbKjT9rM, They continue walking around the mall for a while.,"[112.47, 166.63]"
0,64.04,v_NS8qkB39x9U,A camera pans around a dark kitchen and leads to the person walking down a set of stairs.,"[0, 21.45]"
1,64.04,v_NS8qkB39x9U, Clothes are seen on the floor followed by a woman in curlers smoking a cigarette and playing on the computer.,"[11.85, 51.87]"
2,64.04,v_NS8qkB39x9U, She speaks to the camera and gets a shot of her and the camera man together.,"[51.23, 64.04]"
0,223.35,v_ANuV_fDgI54,We see a red opening screen.,"[0, 4.47]"
1,223.35,v_ANuV_fDgI54, Men pole vault in an outdoor field.,"[5.58, 223.35]"
2,223.35,v_ANuV_fDgI54, A mans's face on the left of the screen moves back and out of the shot.,"[4.47, 7.82]"
3,223.35,v_ANuV_fDgI54, The camera angle changes and we continue to watch the men pole vault.,"[182.03, 223.35]"
0,159.71,v_OSw73cXwjR4,A person wearing a hat is sitting no a couch.,"[0, 159.71]"
1,159.71,v_OSw73cXwjR4, They begin playing an accordion.,"[35.93, 117.38]"
2,159.71,v_OSw73cXwjR4, They are pointing at buttons on the accordion with a screwdriver.,"[114.99, 142.94]"
0,87.05,v_h1d-jcsWap8,A person is seen peeling off potatoes into a box with pausing for a bit to speak to the camera.,"[0, 50.49]"
1,87.05,v_h1d-jcsWap8, The person peels several potatoes and shows of a bowl full of potatoes while peeling even more.,"[42.22, 87.05]"
0,157.46,v_Lk_Xe9yQ8Zc,man is in stage in the news.,"[0, 7.09]"
1,157.46,v_Lk_Xe9yQ8Zc, people are in street jumping the rope and dancing while people gathered around them are watching them.,"[7.09, 42.51]"
2,157.46,v_Lk_Xe9yQ8Zc, an old chinese woman is being interviewed.,"[43.3, 47.24]"
3,157.46,v_Lk_Xe9yQ8Zc, old man is talking to the camera.,"[48.02, 50.39]"
4,157.46,v_Lk_Xe9yQ8Zc, woman is holding a microphone talking to the camera jumping the rope.,"[50.39, 64.56]"
5,157.46,v_Lk_Xe9yQ8Zc, woman is jumping the rope and doing somersaults.,"[64.56, 96.83]"
6,157.46,v_Lk_Xe9yQ8Zc, women are being interviewed and behind her people are jumping the rope.,"[96.83, 110.22]"
7,157.46,v_Lk_Xe9yQ8Zc, people are in stage in competition jumping the rope.,"[110.22, 116.52]"
8,157.46,v_Lk_Xe9yQ8Zc, women are in street being interviewed and people keep jumping the rope.,"[116.52, 157.46]"
0,98.71000000000001,v_KYtV2vpwuVw,1 A camera man watches men on bikes that are about to race.,"[0, 41.95]"
1,98.71000000000001,v_KYtV2vpwuVw, 2 The race begins with the guys on bikes.,"[39.98, 57.74]"
2,98.71000000000001,v_KYtV2vpwuVw, 3 One man wipes out.,"[55.77, 62.19]"
3,98.71000000000001,v_KYtV2vpwuVw, 4 The race ends and the guys take their bikes.,"[62.68, 98.71]"
0,40.57,v_yqkjHCPsdF0,A group of people play water volleyball in a indoor pool with a few onlookers on the sidelines.,"[0.2, 40.16]"
1,40.57,v_yqkjHCPsdF0,  A yellow volleyball is thrown between people in a pool.,"[2.23, 9.33]"
2,40.57,v_yqkjHCPsdF0,  A person makes a goal with the yellow volleyball in a white net.,"[9.33, 13.79]"
3,40.57,v_yqkjHCPsdF0,  The ball is thrown to the other side of the pool where another goal is met in a white net on the opposite side of the pool.,"[22.11, 39.35]"
0,184.32,v_800KXmqsK-w,A group of people riding bumper cars.,"[0, 28.57]"
1,184.32,v_800KXmqsK-w, The attendant crosses the course dodging the bumper cars.,"[29.49, 48.84]"
2,184.32,v_800KXmqsK-w, The attendant hops onto a girls car and helps her maneuver the car.,"[48.84, 117.96]"
3,184.32,v_800KXmqsK-w, The attendant continues running across the course assisting drivers while the the other drivers continue to crash into each other.,"[117.04, 184.32]"
0,54.15,v_Jb8YAhQ6EMk,A woman washes a pot with soapy water while standing with her back to the camera at the kitchen sink.,"[0.54, 51.71]"
1,54.15,v_Jb8YAhQ6EMk,  The woman turns and talks to the camera while washing the pot and smiles a bit as the camera shakily catches the activity.,"[0.54, 24.37]"
2,54.15,v_Jb8YAhQ6EMk,"  The woman rinses the pot off and then turns and holds it up in the air, dripping water, making a scary face, as if she is going to attack the camera man with it, but then turns away from the camera man and toward the sink counter.","[40.61, 53.61]"
0,97.39,v_KmhzUY2ooCw,A backyard seen appears with several people outside.,"[0, 46.26]"
1,97.39,v_KmhzUY2ooCw," The people are playing a game of croquette, taking turns with the bat and hitting the balls.","[50.15, 97.39]"
0,157.15,v_BEA4YVQv7Wk,A camera pans around a large indoor pool and shows a man jumping off a diving board into the water.,"[0, 23.57]"
1,157.15,v_BEA4YVQv7Wk, Several people are shown warming up and followed up by many jumping into the pool.,"[22, 132.01]"
2,157.15,v_BEA4YVQv7Wk," A man instructs them on how to properly land in the water followed by several people jumping one at a time into the pool, including the camera man.","[18.86, 157.15]"
0,229.34,v_-Sp-gOEGy2o,"""How to start a campfire with FiAir"" appears on screen.","[0, 5.73]"
1,229.34,v_-Sp-gOEGy2o, Wildlife Biologist Bryon Shissler sits outside by a campfire pit and speaks to the camera.,"[6.88, 13.76]"
2,229.34,v_-Sp-gOEGy2o, He builds and lights a fire in the pit using the FiAir device.,"[14.91, 219.02]"
3,229.34,v_-Sp-gOEGy2o," ""FiAir The handly little blower to feed your fires"" appears on screen.","[220.17, 229.34]"
0,31.58,v_o8PA6XW32oI,a person begins to solve  a rubix cube.,"[0, 3]"
1,31.58,v_o8PA6XW32oI, They start turning it in all directions.,"[3, 27.79]"
2,31.58,v_o8PA6XW32oI, They have solved the rubix cube.,"[27.79, 31.58]"
0,218.9,v_or7N8oeI-SY,We see an opening screen on white.,"[0, 3.28]"
1,218.9,v_or7N8oeI-SY," We see a lady sitting on the floor with a shoe, bucket of water, brush and soap.","[3.28, 50.35]"
2,218.9,v_or7N8oeI-SY, The lady shows us the items one at a time.,"[21.89, 33.93]"
3,218.9,v_or7N8oeI-SY, We see an illustration of a thermometer.,"[21.89, 25.17]"
4,218.9,v_or7N8oeI-SY, We see an illustration of a washer.,"[39.4, 76.61]"
5,218.9,v_or7N8oeI-SY, The lady puts her shoe in the bucket and scrubs it with a the brush.,"[54.72, 99.6]"
6,218.9,v_or7N8oeI-SY, She shows us the already cleaned shoe.,"[107.26, 119.3]"
7,218.9,v_or7N8oeI-SY, We see a radiator illustration.,"[119.3, 159.79]"
8,218.9,v_or7N8oeI-SY, The lady picks up the soap and we see an illustration of a shelf.,"[197.01, 211.23]"
9,218.9,v_or7N8oeI-SY, The ending title screen plays.,"[213.42, 218.9]"
0,35.13,v_WbZpWiPCHVU,Coffee is spilled on the carpet.,"[0, 2.28]"
1,35.13,v_WbZpWiPCHVU, A person carpet cleans the carpet.,"[4.92, 8.96]"
2,35.13,v_WbZpWiPCHVU, They then clean seats of a car.,"[9.49, 12.47]"
3,35.13,v_WbZpWiPCHVU, They empty the water into the sink.,"[15.99, 22.66]"
4,35.13,v_WbZpWiPCHVU, They empty the bucket into another bucket.,"[24.94, 26]"
5,35.13,v_WbZpWiPCHVU, They vacuum up sprinkles off of the carpet.,"[29.51, 34.25]"
0,98.66,v_cMoy7UJtlyA,A man stands on a dock wearing a green shirt.,"[0, 11.84]"
1,98.66,v_cMoy7UJtlyA, He then rides a boat with a sail.,"[11.84, 67.09]"
2,98.66,v_cMoy7UJtlyA, He steers it through the lake.,"[29.6, 74]"
3,98.66,v_cMoy7UJtlyA, He stands on the dock again at the end.,"[84.85, 98.66]"
0,96.69,v_76RoR_LbIzQ,Pictures of an office is shown.,"[0, 14.99]"
1,96.69,v_76RoR_LbIzQ, A woman is doing another woman's hair.,"[14.5, 16.92]"
2,96.69,v_76RoR_LbIzQ, People are doing hair in a hair salon.,"[14.5, 96.69]"
0,165.86,v_8Qg395HjqFg,A man in a white jacket picks up an iron.,"[0, 24.05]"
1,165.86,v_8Qg395HjqFg, He places tin foil down onto a table.,"[33.17, 48.93]"
2,165.86,v_8Qg395HjqFg, He puts bread on the tin foil with butter and cheese.,"[48.1, 71.32]"
3,165.86,v_8Qg395HjqFg, He puts the iron on the sandwich.,"[72.98, 113.61]"
4,165.86,v_8Qg395HjqFg, He opens the tin foil and cuts the sandwich in half.,"[112.79, 134.35]"
5,165.86,v_8Qg395HjqFg, He takes a bit of the sandwich.,"[153.42, 160.89]"
0,63.04,v_zGDecqEw9AU,Two people are seen playing a fooseball table and cheering with one another.,"[0.95, 31.52]"
1,63.04,v_zGDecqEw9AU, The people continue playing and pausing to cheer ending with a handshake.,"[30.26, 61.78]"
0,64.69,v_tgdLeBX7aXk,People are playing cricket together outside.,"[0, 18.76]"
1,64.69,v_tgdLeBX7aXk, A group of people hold up a trophy.,"[21.67, 29.43]"
2,64.69,v_tgdLeBX7aXk, People are walking around outside playing cricket.,"[30.73, 64.69]"
0,14.26,v_r1ZhBGLfRWY,A boy is twirled around and prepared to break a pinata.,"[0, 14.19]"
1,14.26,v_r1ZhBGLfRWY,  Instead he hits a girl in the face.,"[8.7, 14.19]"
0,74.98,v_LlhgIOYsxsE,People are sitting work out machines.,"[4.12, 50.61]"
1,74.98,v_LlhgIOYsxsE, They begin pulling a rope to work out.,"[6.75, 50.61]"
2,74.98,v_LlhgIOYsxsE, A woman is standing next to a work out machine.,"[56.23, 65.61]"
0,9.87,v_Sk1RSHPavBU,We see men playing soccer in the sand.,"[0, 9.87]"
1,9.87,v_Sk1RSHPavBU, The ball enters and everyone runs towards the ball.,"[2.57, 4.44]"
2,9.87,v_Sk1RSHPavBU, A man on the right kicks the ball into the goal.,"[4.39, 5.63]"
3,9.87,v_Sk1RSHPavBU, The men in red all high five.,"[7.3, 9.52]"
0,111.28999999999999,v_1Y3BV0Awjuo,We see an Asian script on the title screen.,"[0, 5.56]"
1,111.28999999999999,v_1Y3BV0Awjuo, We see food on a table and a lady picking at a potato.,"[5.56, 17.81]"
2,111.28999999999999,v_1Y3BV0Awjuo," The potato is cut, then dropped in a pot.","[17.81, 36.73]"
3,111.28999999999999,v_1Y3BV0Awjuo, It's transferred to cold water and the skin just slides off when pulled.,"[37.28, 65.66]"
4,111.28999999999999,v_1Y3BV0Awjuo, We see a red illustration on a potato and a potato is mashed.,"[77.35, 87.92]"
5,111.28999999999999,v_1Y3BV0Awjuo," Two more potatoes are peeled easily, Another potato is boiled and dropped in cold water.","[88.48, 111.29]"
0,174.36,v_tgPjcWP7Vig,A large group of people are seen sitting on bicycles exercising with one another.,"[0, 48.82]"
1,174.36,v_tgPjcWP7Vig, A woman speaks to the camera while more shots are shown of people riding.,"[53.18, 129.9]"
2,174.36,v_tgPjcWP7Vig, A woman leads the class as well as speaks to the camera and others riding around.,"[121.18, 169.13]"
0,30.91,v_2wC0d2XUses,Two kids are seen playing a game of shuffleboard on the side of a boat while the camera watches.,"[0, 16.53]"
1,30.91,v_2wC0d2XUses, The kids continue taking turns while running up and down the path on the boat.,"[15.61, 30.91]"
0,192.22,v_ZbfYwmb39H0,A man is seen standing in front of a goal holding a stick and speaking to the camera.,"[0, 45.17]"
1,192.22,v_ZbfYwmb39H0, Several shots of him speaking are shown and he demonstrates how to properly be a goalie.,"[31.72, 176.84]"
2,192.22,v_ZbfYwmb39H0, He moves back and fourth a bit while moving the stick while still holding his arms up and speaking to the camera.,"[47.09, 192.22]"
0,136.56,v_P6lwZ6gKvUw,A person is seen sitting in a chair and leads into her peeling a potato with a knife.,"[1.37, 57.35]"
1,136.56,v_P6lwZ6gKvUw, The person then finishes peeling the potatoes and putting it down.,"[61.45, 132.46]"
0,160.68,v_hru57dsi0N0,A woman is seated in a chair in a dining room.,"[0, 33.74]"
1,160.68,v_hru57dsi0N0, She shows off her bare feet and their shape.,"[39.37, 108.46]"
2,160.68,v_hru57dsi0N0, She then puts on and tries to lace her shoes around the swollen feet.,"[122.12, 160.68]"
0,176.07999999999998,v_CIQ-mnURg9E,woman is standing in front of a screenboard.,"[0, 7.04]"
1,176.07999999999998,v_CIQ-mnURg9E, man is cooking chopping carrots and sautee the vegetables in a fying pan and serving it in bowls abd out the dressing and cheese while pople behind him are watching him cook.,"[7.92, 176.08]"
0,96.13,v_QHJTOHgjDMw,"A girl walks into a room, seeing sheet music at a piano.","[0, 11.06]"
1,96.13,v_QHJTOHgjDMw, She opens the piano and begins to play.,"[11.54, 55.76]"
2,96.13,v_QHJTOHgjDMw, She thinks about a couple while she is playing.,"[57.68, 96.13]"
0,222.56,v_YAPkcWlWmYg,A girl is seen listening to music and transitions into her performing a dance routine outside on a walk way.,"[0, 68.99]"
1,222.56,v_YAPkcWlWmYg, She continues dancing around while smiling to the camera and ends by walking away and giving two peace signs to the camera.,"[67.88, 222.56]"
0,105.12,v_0PyY_iHBZHk,A man is seen speaking to the camera while showing shots of people playing water polo.,"[0, 31.54]"
1,105.12,v_0PyY_iHBZHk, More clips are shown of people hitting the ball as well as the host speaking to another man.,"[34.16, 82.52]"
2,105.12,v_0PyY_iHBZHk, More clips are shown of people playing in the pool and laughing with one another.,"[59.39, 104.07]"
0,171.2,v_c_KU8M2YfzA,A black screen is visible and white words begin to appear.,"[0, 5.99]"
1,171.2,v_c_KU8M2YfzA,"Next,there's a line of ten boys standing together behind a rope outside in a large grassy field.","[5.14, 20.54]"
2,171.2,v_c_KU8M2YfzA,The boys form a circle and begin leaning to the left in a lounge position to exercise.,"[22.26, 38.52]"
3,171.2,v_c_KU8M2YfzA,"When they are finished,they begin pulling tug of war and the man on the left side with black suit wins.","[38.52, 132.68]"
4,171.2,v_c_KU8M2YfzA,Another group of boys are shown and they begin crouching down in effort to win the game.,"[142.95, 171.2]"
0,145.71,v_oeFUzyNgxQU,We see men on a stage walking on a slack line as two other men film the event.,"[0, 126.04]"
1,145.71,v_oeFUzyNgxQU, They switch and a different man then walks the slackline who flips off the slackline.,"[60.47, 83.78]"
2,145.71,v_oeFUzyNgxQU, The men switch again and the first man is on the slackline.,"[84.51, 96.89]"
3,145.71,v_oeFUzyNgxQU, The man fall off the slackline onto his butt.,"[94.71, 96.89]"
4,145.71,v_oeFUzyNgxQU, The second man bounces and flips off.,"[96.89, 110.74]"
5,145.71,v_oeFUzyNgxQU, The first man bounces and flips off.,"[110.74, 127.49]"
6,145.71,v_oeFUzyNgxQU, the men clap and take the slackline off stage.,"[126.04, 145.71]"
0,83.36,v_Qwj7f4vqveo,A kid takes a drink and swishes it around in their mouth.,"[0, 19.59]"
1,83.36,v_Qwj7f4vqveo, They spit it out into a sink.,"[20.01, 21.67]"
2,83.36,v_Qwj7f4vqveo, They take another drink out of a cup.,"[28.34, 29.59]"
3,83.36,v_Qwj7f4vqveo, They put their mouth on a towel.,"[35.84, 45.85]"
4,83.36,v_Qwj7f4vqveo, They take another drink and dump it out in the sink.,"[46.26, 57.52]"
5,83.36,v_Qwj7f4vqveo, They pick up the towel and wipe their face.,"[59.6, 67.52]"
6,83.36,v_Qwj7f4vqveo, They grab a cup and turn the sink on.,"[80.44, 83.36]"
0,65.94,v_FBbN6FHC7L8,A woman wearing a red leotard demonstrates a ballet move traveling toe move.,"[0, 9.89]"
1,65.94,v_FBbN6FHC7L8, The ballet instructor shimmies across the floor taking small little side steps.,"[9.89, 28.35]"
2,65.94,v_FBbN6FHC7L8, The instructor demonstrates a spot turn ballet turns.,"[28.35, 45.5]"
3,65.94,v_FBbN6FHC7L8, The instructor than combines the side toe step with the spot turning move.,"[45.5, 65.94]"
0,82.43,v__5by7Is4JEU,"Two men demonstrate jump rope stunts, tricks and techniques in an auditorium in front of a group of students.","[0.41, 82.02]"
1,82.43,v__5by7Is4JEU,  A man in a grey track suit performs jump rope tricks in front of a group of students.,"[0.82, 15.25]"
2,82.43,v__5by7Is4JEU,  The man in the grey track suit finishes and the children clap.,"[12.36, 21.02]"
3,82.43,v__5by7Is4JEU,   A second man walks beside the man and the two men begin to perform more tricks and stunts including backflips and dance moves during the demonstration.,"[67.59, 80.78]"
0,94.07,v_xH8l5rCWrMU,woman is posing to the camera in a white game in a presentation.,"[0, 9.88]"
1,94.07,v_xH8l5rCWrMU, woman is standing in a kitchen talking to the camera and showing a plate of pasta and the ingedients.,"[10.35, 38.1]"
2,94.07,v_xH8l5rCWrMU, woman is chopping vegetables and saute vegetables in a pan.,"[38.1, 78.54]"
3,94.07,v_xH8l5rCWrMU, hen mix the vegetables with pasta.,"[78.54, 94.07]"
0,205.47,v_cS19K2310Lc,A picture is shown of a baby juxtaposed beside a little girl.,"[0, 6.16]"
1,205.47,v_cS19K2310Lc, A woman is seen with a young girl as she speaks.,"[8.22, 31.85]"
2,205.47,v_cS19K2310Lc," She then has the girl sit down as she proceeds to braid her hair in long, thick pieces.","[33.9, 183.9]"
3,205.47,v_cS19K2310Lc," She pins the hair in place, then waves goodbye to the camera.","[185.95, 205.47]"
0,10.12,v_gg_F8EtNMW0,Two men are inside an indoor gym.,"[0, 2.18]"
1,10.12,v_gg_F8EtNMW0, They are engaged in a martial art called kickboxing.,"[2.63, 6.93]"
2,10.12,v_gg_F8EtNMW0," They kick and punch at each other, trying to hit each other.","[7.19, 10.12]"
0,168.9,v_R_ffZ9kGeTI,A large open outdoor area is shown by a moving camera.,"[0, 5.91]"
1,168.9,v_R_ffZ9kGeTI, A man wearing a helmet is shown riding a skateboard with a long wooden plan base in various outdoors locations.,"[5.91, 82.76]"
2,168.9,v_R_ffZ9kGeTI, A second rider joins the first rider on the skateboard.,"[35.47, 39.69]"
3,168.9,v_R_ffZ9kGeTI, A clip of a man not wearing a helmet and riding another skateboard is shown.,"[82.76, 92.05]"
4,168.9,v_R_ffZ9kGeTI, The helmeted man with the plank as a skateboard is shown again.,"[92.05, 105.56]"
5,168.9,v_R_ffZ9kGeTI, Several other individuals riding other skateboards are shown.,"[105.56, 132.59]"
6,168.9,v_R_ffZ9kGeTI, The original skateboarder is shown again.,"[132.59, 166.37]"
0,67.47,v_1DvNkSGk-JA,A man is holding onto a bar as he is standing on a water ski.,"[0, 9.78]"
1,67.47,v_1DvNkSGk-JA, He is being pulled through the water by a motor boat.,"[13.83, 50.94]"
2,67.47,v_1DvNkSGk-JA," He is water skiing over a long lake, trying to remain upright.","[51.28, 67.47]"
0,25.71,v_DmaPpBMsuXg,A person is seen standing in the middle of a gym holding a tennis racket.,"[0.13, 9.38]"
1,25.71,v_DmaPpBMsuXg, The person then begins hitting a birdie across the gym.,"[8.61, 17.99]"
2,25.71,v_DmaPpBMsuXg, The person continuously hits the object back and fourth while looking to the camera.,"[15.04, 24.81]"
0,194.38,v_IKhLjVIYisg,A close up is shown of a cracked asphalt road.,"[0, 4.86]"
1,194.38,v_IKhLjVIYisg," Then we see a man walking, carrying a pair of inline skates.","[7.78, 23.33]"
2,194.38,v_IKhLjVIYisg," The man performs stunts, going down staircases and riding medians, doing flips and riding backwards.","[44.71, 171.05]"
3,194.38,v_IKhLjVIYisg," When he is done, he rides away.","[179.8, 194.38]"
0,73.38,v_hXGE1GGTHzM,This man is trying to shoot the white ball on the pool table backwards.,"[0, 40.72]"
1,73.38,v_hXGE1GGTHzM," He keeps trying to shoot it backwards, but he just can't so he decided to do it the regular way and shoot forwards.","[40.72, 61.64]"
2,73.38,v_hXGE1GGTHzM," When he does it,  he puts the cue stick down and walks away.","[61.64, 73.38]"
0,79.9,v_46ac33Z6V4E,person in a dog costome is walking in the outside of a snowy house.,"[0, 17.18]"
1,79.9,v_46ac33Z6V4E, person in the costume and cross the street to a car.,"[17.18, 39.95]"
